number,origin kanji,kanji,reading,particle_before,particle_after,meaning,usefulness,components,labels,description
13,不,不思議,ふしぎ,,,mystery,★★★★★,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/13-un-%E4%B8%8D"">不</a> (un) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/102-think-%E6%80%9D"">思</a> (think) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1764-discussion-%E8%AD%B0"">議</a> (discussion)
 = 不思議 (mystery)",,"<p>a mystery or unexplainable thing. BOOBOO:NOT a mystery like Sherlock Holmes or ""Colonel Mustard, in the drawing room, with the double-headed dildo."" A mystery like how fat Americans are, or why Sting is famous. That's a fushigi.</p>"
13,不,不安,ふあん,,な,unease,★★★★☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/13-un-%E4%B8%8D"">不</a> (un) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/128-cheap-safe-%E5%AE%89"">安</a> (cheap / safe)
 = 不安 (unease)",,
13,不,不便,ふべん,,な,inconvenient,★★★★☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/13-un-%E4%B8%8D"">不</a> (un) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1594-convenient-poop-%E4%BE%BF"">便</a> (convenient　/ poop)
 = 不便 (inconvenient)",,
13,不,不足,ふそく,,,shortage of,★★★★☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/13-un-%E4%B8%8D"">不</a> (un) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/277-foot-be-enough-%E8%B6%B3"">足</a> (foot/ be enough)
 = 不足 (shortage of)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/16"" title=""(newspaper word) These words are only HEARD or READ, but they’re not SAID."">NP</a>","<p>To not have enough of a physical thing (money, time, nurses, teachers.) Also implies that there is a specific amount that is required, For example -犬不足 (a dog shortage). There's no particle or verb needed.</p>"
13,不,不倫,ふりん,,,affair,★★☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/13-un-%E4%B8%8D"">不</a> (un) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/973-principles-%E5%80%AB"">倫</a> (principles)
 = 不倫 (affair)",,<p>an affair - cheating</p>
14,否,否定形,ひていけい,,,a negative sentence,★★☆☆☆,"<a href=""http://www.kanjidamage.com/kanji/14-no-%E5%90%A6"">否</a><a href=""http://www.kanjidamage.com/kanji/282-plan-%E5%AE%9A"">定</a> (a formal word for 'to deny' (the politician denied the allegations)) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1188-form-%E5%BD%A2"">形</a> (form)
 = 否定形 (a negative sentence)",,"<p>a negative sentence. 'He doesn't , we don't, I can not,' are examples of English negatives. ひていけい is a good word to know if you want to ask your friends, 'How do you use this word in the negative?'</p>"
14,否,否定,ひてい,,する,a formal word for 'to deny' (the politician denied the allegations),★★☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/14-no-%E5%90%A6"">否</a> (no) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/282-plan-%E5%AE%9A"">定</a> (plan)
 = 否定 (a formal word for 'to deny' (the politician denied the allegations))","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/16"" title=""(newspaper word) These words are only HEARD or READ, but they’re not SAID."">NP</a>",
14,否,拒否,きょひ,,する,refuse!!!!,★★☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/683-repel-%E6%8B%92"">拒</a> (repel) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/14-no-%E5%90%A6"">否</a> (no)
 = 拒否 (refuse!!!!)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/1"" title=""abunai (危ない) means ‘dangerous!’"">ABU</a>","<p>absolute refusal- unlike 拒む (こばむ）,　拒否 is always verbal - an exit line. Like if you tell a guy 'no thanks' 10 times and he won't go away, you use 拒否. As in, '私がきょひした。’</p> <p>
Oh no you di'int!


</p>"
15,十,十円,じゅうえん,,,ten yen.,★★★★★,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/15-ten-%E5%8D%81"">十</a> (ten) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/72-yencircle-%E5%86%86"">円</a> (yen/circle)
 = 十円 (ten yen.)",,
15,十,十月,じゅうがつ,,,October,★★★★★,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/15-ten-%E5%8D%81"">十</a> (ten) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/41-moon-organ-%E6%9C%88"">月</a> (moon)
 = 十月 (October)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/12"" title=""Yet another only-in-Japanese headache: All kanji are written as hiragana. . . TO SOME EXTENT."">KANA</a> <a class=""label label-info"" href=""http://www.kanjidamage.com/tags/8"" title=""FP stands for FUCKED PRONUNCIATION – the Japanese equivalent of English’s silent ‘p’ in ‘psychology’"">FP</a>",
15,十,十日,とおか,,,the tenth day of the month,★★★★☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/15-ten-%E5%8D%81"">十</a> (ten) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/23-sun-day-%E6%97%A5"">日</a> (sun, day)
 = 十日 (the tenth day of the month )","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/8"" title=""FP stands for FUCKED PRONUNCIATION – the Japanese equivalent of English’s silent ‘p’ in ‘psychology’"">FP</a>",
15,十,十ヶ月間,じゅうかげつかん,,,ten months' time,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/15-ten-%E5%8D%81"">十</a> (ten) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/41-moon-organ-%E6%9C%88"">月</a> (moon) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/162-a-period-of-time-%E9%96%93"">間</a> (a period of time)
 = 十ヶ月間 (ten months' time)",,"<p>about that little ""ヶ"" thing - it's pronounced KA, and means ""number of months' time"". If you take it out, you'd be left with  ""十月"", meaning October.</p> <p> It's the difference between ""It's October, the tenth month of the solar year"" and ""I haven't seen your mom's Ricky Martin sex-tape youtube in a whole ten months!""</p>"
15,十,二十歳,はたち,,,twenty years old,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/2-two-%E4%BA%8C"">二</a> (two) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/15-ten-%E5%8D%81"">十</a> (ten) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/750-years-old-%E6%AD%B3"">歳</a> (years old)
 = 二十歳 (twenty years old)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/4"" title=""CULTURAL CODE WORD : a word which has no real English translation, because it represents a state of mind unique to Japan."">CCW</a> <a class=""label label-info"" href=""http://www.kanjidamage.com/tags/8"" title=""FP stands for FUCKED PRONUNCIATION – the Japanese equivalent of English’s silent ‘p’ in ‘psychology’"">FP</a>","<p>twenty years old - traditionally the age at which Japanese turn into adults and get presents, kimono, etc. So, naturally it has its own special pronunciation that doesn't make any sense, since it SHOULD be called にじゅうさい。 Whatever. Tradition.</p>"
15,十,十戒,じっかい,,,the ten commandments.,☆☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/15-ten-%E5%8D%81"">十</a> (ten) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1530-admonish-commandment-%E6%88%92"">戒</a> (admonish / commandment)
 = 十戒 (the ten commandments.)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/8"" title=""FP stands for FUCKED PRONUNCIATION – the Japanese equivalent of English’s silent ‘p’ in ‘psychology’"">FP</a>",
16,古,中古,ちゅうこ,,のXXX,used XXX,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/489-middle-%E4%B8%AD"">中</a> (middle) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/16-old-%E5%8F%A4"">古</a> (old)
 = 中古 (used XXX )",,"<p>used XXX (books, cars, your dad's condoms)</p>"
16,古,古着,ふるぎ,,,used clothes,★★☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/16-old-%E5%8F%A4"">古</a> (old) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/875-wear-arrive-%E7%9D%80"">着</a> (wear / arrive)
 = 古着 (used clothes)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/13"" title=""Jukugo which don’t have okurigana generally use the ON-yomi."">KUNKUN</a>",<p>used clothes - a used clothes store is a 古着屋（ふるぎや）</p>
16,古,古典的,こてんてき,,な,classical,☆☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/16-old-%E5%8F%A4"">古</a> (old) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1169-classic-%E5%85%B8"">典</a> (classic) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1430-motivation-al-%E7%9A%84"">的</a> (motivation / '-al')
 = 古典的 (classical)",,"<p>classical, like Shakespeare or Bach or Shunga something.</p>"
18,計,時計,とけい,,,watch or clock,★★★★★,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/1002-time-%E6%99%82"">時</a> (time) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/18-measure-%E8%A8%88"">計</a> (measure)
 = 時計 (watch or clock
)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/8"" title=""FP stands for FUCKED PRONUNCIATION – the Japanese equivalent of English’s silent ‘p’ in ‘psychology’"">FP</a>",
18,計,合計,ごうけい,,,total,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/936-to-suit-%E5%90%88"">合</a> (to suit) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/18-measure-%E8%A8%88"">計</a> (measure)
 = 合計 (total)",,
18,計,計画,けいかく,,,plan,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/18-measure-%E8%A8%88"">計</a> (measure) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1039-a-drawing-%E7%94%BB"">画</a> (a drawing)
 = 計画 (plan)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/8"" title=""FP stands for FUCKED PRONUNCIATION – the Japanese equivalent of English’s silent ‘p’ in ‘psychology’"">FP</a>","<p>Pretty close to 予定　（よてい） in meaning, but perhaps more elaborate - you'd use 計画 to say ""I have a plan to get rich!"" or to say ""I planned out our whole vacation to 3 countries."" . . but you wouldn't use 予定。</p>"
18,計,余計,よけい,,な,uncalled-for,★★★☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/928-excess-%E4%BD%99"">余</a> (excess) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/18-measure-%E8%A8%88"">計</a> (measure)
 = 余計 (uncalled-for)",,"<p>excessive, uncalled-for, and unnecessary (usually used in the context of 余計なお世話だよ！　（よけいなおせわだよ！）: 'Mind your own business!')</p>"
18,計,計算,けいさん,,する,to calculate,★★☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/18-measure-%E8%A8%88"">計</a> (measure) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1527-calculate-%E7%AE%97"">算</a> (calculate)
 = 計算 (to calculate)",,
20,七,七月,しちがつ,,,July,★★★★★,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/20-seven-%E4%B8%83"">七</a> (seven) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/41-moon-organ-%E6%9C%88"">月</a> (moon)
 = 七月 (July )","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/12"" title=""Yet another only-in-Japanese headache: All kanji are written as hiragana. . . TO SOME EXTENT."">KANA</a> <a class=""label label-info"" href=""http://www.kanjidamage.com/tags/8"" title=""FP stands for FUCKED PRONUNCIATION – the Japanese equivalent of English’s silent ‘p’ in ‘psychology’"">FP</a>",
20,七,七時,しちじ,,,7 o'clock,★★★★★,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/20-seven-%E4%B8%83"">七</a> (seven) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1002-time-%E6%99%82"">時</a> (time)
 = 七時 (7 o'clock)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/8"" title=""FP stands for FUCKED PRONUNCIATION – the Japanese equivalent of English’s silent ‘p’ in ‘psychology’"">FP</a>",
20,七,七千円,ななせんえん,,,７，０００ yen.,★★★★★,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/20-seven-%E4%B8%83"">七</a> (seven) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/229-thousand-%E5%8D%83"">千</a> (thousand) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/72-yencircle-%E5%86%86"">円</a> (yen/circle)
 = 七千円 (７，０００ yen.)",,
20,七,七日,なのか,,,the seventh day of the month,★★★★☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/20-seven-%E4%B8%83"">七</a> (seven) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/23-sun-day-%E6%97%A5"">日</a> (sun, day)
 = 七日 (the seventh day of the month)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/8"" title=""FP stands for FUCKED PRONUNCIATION – the Japanese equivalent of English’s silent ‘p’ in ‘psychology’"">FP</a>",
20,七,七面鳥,しちめんちょう,,,turkey,☆☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/20-seven-%E4%B8%83"">七</a> (seven) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/813-front-surface-face-%E9%9D%A2"">面</a> (front surface / face) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/834-bird-%E9%B3%A5"">鳥</a> (bird)
 = 七面鳥 (turkey )",,
21,比,比較的,ひかくてき,,,comparatively,★★★☆☆,"<a href=""http://www.kanjidamage.com/kanji/21-compare-%E6%AF%94"">比</a><a href=""http://www.kanjidamage.com/kanji/1065-evaluate-%E8%BC%83"">較</a> (compare) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1430-motivation-al-%E7%9A%84"">的</a> (motivation / '-al')
 = 比較的 (comparatively)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/16"" title=""(newspaper word) These words are only HEARD or READ, but they’re not SAID."">NP</a>","<p>comparatively (BOOBOO: you DON'T use a 'na' at the end, for some reason)</p>"
21,比,比較,ひかく,,する,compare,★★☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/21-compare-%E6%AF%94"">比</a> (compare) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1065-evaluate-%E8%BC%83"">較</a> (evaluate)
 = 比較 (compare)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/16"" title=""(newspaper word) These words are only HEARD or READ, but they’re not SAID."">NP</a>","<p>a more formal word for 'compare': You'd 比べる AC/DC albums to see which one rocked the most, but you'd 比較 the GDP of developing nations.</p>"
21,比,比率,ひりつ,,,ratio,★☆☆☆☆,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/21-compare-%E6%AF%94"">比</a> (compare) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/1648-ratio-%E7%8E%87"">率</a> (ratio)
 = 比率 (ratio)",,
23,日,昨日,きのう,,,yesterday,★★★★★,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/326-yesterday-%E6%98%A8"">昨</a> (yesterday) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/23-sun-day-%E6%97%A5"">日</a> (sun, day)
 = 昨日 (yesterday)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/8"" title=""FP stands for FUCKED PRONUNCIATION – the Japanese equivalent of English’s silent ‘p’ in ‘psychology’"">FP</a>",
23,日,今日,きょう,,,today,★★★★★,"<a class=""component"" href=""http://www.kanjidamage.com/kanji/943-now-%E4%BB%8A"">今</a> (now) + <a class=""component"" href=""http://www.kanjidamage.com/kanji/23-sun-day-%E6%97%A5"">日</a> (sun, day)
 = 今日 (today)","<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/8"" title=""FP stands for FUCKED PRONUNCIATION – the Japanese equivalent of English’s silent ‘p’ in ‘psychology’"">FP</a>",
